img_name,img_class,img_bbox,seg_class,seg_obj,bbox_label
2008_006694,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['3', '51', '495', '399']]",,,['car']
2011_001878,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['442', '303', '321', '113']]",,,['person']
2011_005293,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['229', '166', '258', '115']]",,,['person']
2008_004581,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['231', '285', '285', '364']]",,,['bottle']
2011_003419,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['328', '96', '500', '140']]",,,['person']
2008_005393,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['168', '131', '335', '261']]",,,['tvmonitor']
2008_008257,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '144', '280', '375']]",,,['bird']
2012_003738,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['375', '2', '500', '12']]",,,['person']
2012_002301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['353', '269', '299', '56']]",,,['person']
2010_006681,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['438', '389', '252', '122'], ['316', '290', '199', '129'], ['291', '262', '198', '129'], ['225', '202', '201', '132'], ['159', '120', '219', '115']]",,,"['person', 'person', 'person', 'person', 'person']"
2008_006007,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['81', '30', '414', '332'], ['1', '1', '500', '332']]",,,"['dog', 'person']"
2009_003914,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[['500', '1', '375', '1'], ['123', '5', '162', '1']]",,,"['diningtable', 'bottle']"
2011_007079,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['431', '1', '375', '1']]",,,['person']
2009_001266,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['313', '194', '333', '110']]",,,['person']
2012_003240,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['349', '227', '295', '110']]",,,['person']
2008_007724,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[['1', '1', '500', '375'], ['457', '1', '500', '108'], ['424', '1', '467', '75'], ['386', '1', '437', '72']]",,,"['diningtable', 'bottle', 'bottle', 'bottle']"
2009_000399,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['454', '115', '256', '104']]",,,['car']
2011_006921,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['359', '117', '500', '103']]",,,['person']
2008_005136,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['194', '253', '306', '429']]",,,['chair']
2009_003064,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '93', '375', '10']]",,,['person']
2011_006856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['264', '196', '232', '64']]",,,['person']
2012_001706,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['334', '1', '500', '1']]",,,['person']
2008_008192,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[['181', '1', '500', '166'], ['38', '156', '219', '375'], ['129', '190', '218', '375']]",,,"['train', 'person', 'person']"
2012_004302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['366', '15', '500', '81']]",,,['person']
2009_003832,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['417', '71', '333', '1']]",,,['bicycle']
2009_002799,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['499', '431', '78', '9'], ['447', '367', '292', '189'], ['439', '304', '235', '89'], ['365', '236', '238', '124'], ['280', '173', '279', '161'], ['175', '97', '190', '112']]",,,"['bird', 'bird', 'bird', 'bird', 'bird', 'bird']"
2010_000485,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['292', '47', '488', '168']]",,,['chair']
2012_003684,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['162', '1', '375', '108']]",,,['person']
2011_003223,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['436', '406', '20', '3'], ['166', '145', '106', '88'], ['349', '149', '272', '133']]",,,"['sheep', 'sheep', 'sheep']"
2009_000979,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['211', '75', '331', '189'], ['412', '273', '347', '220']]",,,"['dog', 'dog']"
2009_004300,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['365', '64', '500', '11'], ['320', '1', '290', '1'], ['375', '320', '138', '1']]",,,"['person', 'person', 'person']"
2008_004137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['96', '149', '188', '375'], ['171', '120', '276', '375'], ['267', '116', '389', '375']]",,,"['person', 'person', 'person']"
2011_006737,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '375', '1']]",,,['person']
2012_004107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['368', '68', '360', '58']]",,,['person']
2008_006436,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '1', '348', '212'], ['14', '161', '124', '259'], ['256', '65', '500', '219']]",,,"['sofa', 'dog', 'dog']"
2012_000838,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['352', '223', '281', '32']]",,,['person']
2009_000527,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['338', '207', '243', '26']]",,,['bird']
2008_000192,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['249', '57', '441', '246']]",,,['bird']
2009_002424,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['342', '105', '266', '93']]",,,['car']
2009_004051,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['418', '109', '358', '57'], ['89', '30', '288', '239'], ['78', '1', '269', '87']]",,,"['cat', 'person', 'pottedplant']"
2011_002376,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['394', '183', '337', '108'], ['240', '102', '345', '127']]",,,"['person', 'person']"
2010_006214,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['76', '1', '323', '6'], ['333', '299', '161', '38'], ['294', '109', '353', '38']]",,,"['person', 'person', 'person']"
2011_000301,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['392', '295', '335', '184'], ['269', '199', '302', '195']]",,,"['person', 'person']"
2008_002718,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['63', '1', '390', '335']]",,,['person']
2010_002537,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[['142', '50', '250', '15'], ['148', '54', '190', '54'], ['325', '264', '208', '86'], ['368', '310', '209', '49'], ['500', '1', '297', '231']]",,,"['pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'diningtable']"
2010_002267,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['264', '140', '464', '46']]",,,['bird']
2008_002730,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '18', '182', '258']]",,,['person']
2011_005480,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['228', '118', '353', '63'], ['286', '250', '183', '84']]",,,"['person', 'person']"
2008_004455,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '55', '139', '251'], ['154', '39', '217', '251'], ['161', '25', '298', '251']]",,,"['person', 'person', 'person']"
2010_002783,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '326', '134'], ['292', '105', '235', '101'], ['500', '283', '298', '105']]",,,"['car', 'person', 'person']"
2010_001788,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['401', '207', '265', '96']]",,,['train']
2008_004697,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['75', '72', '213', '308'], ['232', '13', '386', '331'], ['414', '89', '500', '377'], ['1', '84', '437', '377']]",,,"['chair', 'chair', 'chair', 'sofa']"
2011_000052,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[['480', '411', '249', '235'], ['475', '459', '267', '236']]",,,"['boat', 'person']"
2012_002921,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['253', '174', '212', '85']]",,,['person']
2010_006232,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['314', '104', '412', '141']]",,,['person']
2009_002388,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['458', '137', '175', '43']]",,,['aeroplane']
2008_005356,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['61', '18', '427', '365'], ['5', '1', '384', '83']]",,,"['bicycle', 'car']"
2010_001552,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '314', '1'], ['132', '1', '335', '7'], ['189', '122', '206', '1'], ['393', '132', '335', '47']]",,,"['aeroplane', 'person', 'person', 'person']"
2009_002698,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[['307', '187', '500', '123'], ['209', '93', '485', '167'], ['361', '274', '413', '267'], ['71', '33', '341', '251'], ['39', '1', '339', '191']]",,,"['person', 'person', 'chair', 'pottedplant', 'pottedplant']"
2011_006683,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['139', '7', '375', '162'], ['229', '159', '309', '169'], ['369', '318', '285', '186'], ['300', '259', '271', '178'], ['399', '374', '242', '174'], ['462', '436', '238', '179'], ['254', '234', '232', '180']]",,,"['person', 'person', 'person', 'person', 'person', 'person', 'person']"
2009_001091,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['254', '1', '251', '1'], ['74', '1', '375', '128'], ['126', '63', '350', '146'], ['185', '120', '344', '126'], ['221', '171', '283', '122'], ['251', '189', '369', '143'], ['280', '188', '306', '120'], ['355', '217', '344', '123'], ['378', '305', '352', '117'], ['440', '370', '363', '112'], ['500', '420', '375', '113']]",,,"['bus', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_002714,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '258', '332', '500'], ['1', '1', '332', '470']]",,,"['bicycle', 'person']"
2011_006888,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['296', '90', '375', '126']]",,,['person']
2012_001052,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['313', '180', '458', '60'], ['163', '41', '431', '95']]",,,"['person', 'person']"
2008_005584,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['342', '177', '449', '293']]",,,['bird']
2009_000233,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['429', '17', '369', '34']]",,,['motorbike']
2012_001451,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['193', '1', '320', '47']]",,,['person']
2008_004056,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '98', '48', '136'], ['181', '112', '277', '307'], ['199', '145', '212', '174']]",,,"['car', 'person', 'bottle']"
2009_000592,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['400', '144', '295', '177']]",,,['train']
2010_006552,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['242', '83', '500', '91']]",,,['person']
2010_003774,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['482', '298', '295', '84'], ['495', '283', '147', '39'], ['316', '192', '111', '6'], ['306', '146', '290', '62'], ['172', '2', '325', '93'], ['65', '1', '96', '1']]",,,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']"
2008_005967,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['206', '94', '295', '170'], ['373', '146', '386', '176']]",,,"['tvmonitor', 'bottle']"
2011_002983,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['270', '232', '266', '203'], ['282', '232', '244', '172'], ['181', '151', '339', '283'], ['214', '199', '310', '286']]",,,"['horse', 'person', 'dog', 'dog']"
2009_001705,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['281', '179', '324', '178'], ['415', '1', '375', '10'], ['500', '451', '211', '92']]",,,"['bottle', 'person', 'person']"
2010_006257,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['287', '87', '421', '38']]",,,['person']
2010_005837,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['227', '67', '218', '55'], ['360', '173', '238', '50']]",,,"['bird', 'bird']"
2008_001648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['41', '32', '333', '500']]",,,['person']
2010_005826,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['500', '1', '375', '1'], ['377', '187', '347', '19']]",,,"['person', 'dog']"
2009_005015,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['439', '162', '91', '18'], ['95', '65', '88', '68']]",,,"['boat', 'boat']"
2008_004982,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[['241', '1', '336', '318'], ['1', '209', '375', '500'], ['165', '102', '224', '188']]",,,"['bottle', 'diningtable', 'chair']"
2008_005023,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['244', '191', '278', '290'], ['218', '223', '246', '289'], ['1', '461', '24', '500']]",,,"['bottle', 'bottle', 'bottle']"
2009_003288,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['283', '100', '500', '35'], ['375', '293', '421', '289']]",,,"['pottedplant', 'pottedplant']"
2012_001057,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['382', '313', '115', '62']]",,,['person']
2008_000714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['211', '57', '500', '375'], ['1', '14', '211', '375'], ['277', '193', '333', '276'], ['242', '194', '293', '328']]",,,"['person', 'person', 'person', 'person']"
2009_003238,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[['355', '114', '263', '137'], ['285', '181', '269', '81'], ['500', '281', '240', '97'], ['497', '427', '149', '113'], ['168', '113', '190', '139'], ['477', '457', '101', '75'], ['193', '127', '114', '56']]",,,"['motorbike', 'person', 'car', 'person', 'pottedplant', 'person', 'pottedplant']"
2011_005673,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['303', '225', '194', '72']]",,,['person']
2009_003718,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['319', '2', '347', '1'], ['485', '93', '375', '5']]",,,"['cat', 'cat']"
2011_006387,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['362', '1', '500', '16']]",,,['person']
2009_002064,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['240', '45', '236', '80']]",,,['chair']
2011_000442,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['313', '78', '204', '103']]",,,['train']
2008_004904,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['1', '1', '401', '355']]",,,['boat']
2012_003906,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['253', '193', '328', '138'], ['497', '421', '348', '115'], ['99', '31', '305', '142']]",,,"['person', 'person', 'person']"
2011_000575,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[['232', '93', '336', '2'], ['426', '233', '302', '153'], ['291', '1', '375', '1'], ['448', '155', '375', '121']]",,,"['chair', 'person', 'person', 'chair']"
2012_001981,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['375', '207', '334', '1']]",,,['person']
2008_003924,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['92', '47', '433', '295'], ['372', '95', '459', '218'], ['480', '89', '500', '217'], ['1', '82', '236', '262'], ['458', '179', '484', '195']]",,,"['bus', 'bus', 'bus', 'bus', 'car']"
2011_006492,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['220', '74', '278', '59']]",,,['person']
2011_004866,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['327', '228', '224', '95']]",,,['person']
2008_005494,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[['219', '127', '500', '375'], ['73', '90', '196', '375']]",,,"['sheep', 'person']"
2008_005750,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['135', '326', '375', '500'], ['1', '314', '272', '500']]",,,"['aeroplane', 'aeroplane']"
2011_005438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['267', '189', '333', '99'], ['382', '298', '333', '102'], ['432', '368', '297', '92']]",,,"['person', 'person', 'person']"
2012_000323,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['358', '59', '313', '18']]",,,['person']
2008_007184,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[['40', '181', '114', '242'], ['203', '118', '279', '193'], ['54', '135', '103', '241'], ['221', '87', '262', '167']]",,,"['motorbike', 'motorbike', 'person', 'person']"
2011_003154,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['468', '27', '281', '123']]",,,['aeroplane']
2008_005652,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['68', '1', '366', '282'], ['283', '77', '500', '333'], ['1', '95', '83', '223'], ['14', '13', '74', '85'], ['1', '20', '380', '179']]",,,"['dog', 'person', 'person', 'person', 'sofa']"
2008_003647,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '1', '500', '375']]",,,['car']
2011_002168,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['373', '259', '500', '67']]",,,['person']
2008_002370,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['258', '1', '320', '110'], ['182', '1', '244', '94'], ['77', '1', '197', '240'], ['98', '1', '143', '72'], ['1', '1', '81', '240']]",,,"['motorbike', 'motorbike', 'motorbike', 'motorbike', 'bicycle']"
2008_005609,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[['1', '1', '375', '433'], ['29', '43', '214', '240']]",,,"['tvmonitor', 'person']"
2010_004197,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['333', '291', '318', '162'], ['282', '141', '318', '123']]",,,"['bottle', 'cat']"
2008_004873,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['78', '6', '415', '347']]",,,['cat']
2011_004592,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['92', '48', '363', '243']]",,,['person']
2009_004683,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['492', '7', '295', '1'], ['500', '239', '204', '3']]",,,"['dog', 'cat']"
2011_004768,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['307', '210', '319', '46'], ['414', '371', '216', '96'], ['129', '97', '186', '92'], ['359', '326', '189', '106']]",,,"['person', 'person', 'person', 'person']"
2012_001005,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['445', '143', '375', '101']]",,,['person']
2012_001108,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['270', '76', '273', '129']]",,,['person']
2011_000250,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['320', '1', '249', '196']]",,,['train']
2008_000076,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['69', '37', '500', '310']]",,,['horse']
2012_002776,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['388', '344', '190', '77'], ['226', '181', '194', '89']]",,,"['person', 'person']"
2011_000034,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['500', '466', '230', '151'], ['483', '76', '333', '13']]",,,"['car', 'motorbike']"
2008_004684,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '5', '466', '500']]",,,['car']
2010_003745,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['472', '69', '325', '57'], ['315', '71', '199', '10']]",,,"['motorbike', 'motorbike']"
2011_005591,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['244', '99', '375', '146']]",,,['person']
2009_005001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[['48', '1', '289', '70'], ['148', '19', '253', '44'], ['316', '193', '318', '11'], ['287', '158', '240', '112'], ['500', '421', '120', '33'], ['500', '424', '223', '10'], ['448', '322', '277', '55'], ['429', '233', '375', '167'], ['500', '426', '375', '39'], ['304', '1', '375', '231']]",,,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'diningtable']"
